HomeNo|Channel|StartTime|Activity
67|59|20210222034607|Playback
12|3|20210222034602|Live
4|2|20210222034600|Playback
42|56|20210222034558|Live
20|67|20210222034555|Playback
20|26|20210222034552|Live
71|79|20210222034549|Live
84|69|20210222034541|Live
98|35|20210222034532|Live
68|34|20210222034531|Playback
23|3|20210222034526|Live
87|41|20210222034526|Live
62|62|20210222034525|Playback
49|0|20210222034523|Live
73|8|20210222034520|Playback
90|47|20210222034520|Live
24|38|20210222034511|Playback
19|80|20210222034509|Live
53|98|20210222034500|Playback
8|86|20210222034458|Live
37|49|20210222034456|Playback
3|12|20210222034448|Live
49|22|20210222034440|Live
91|9|20210222034440|Playback
50|18|20210222034436|Live
14|11|20210222034435|Live
32|24|20210222034429|Live
9|5|20210222034426|Live
74|84|20210222034424|Playback
76|30|20210222034421|Playback
100|77|20210222034417|Live
3|30|20210222034409|Live
19|88|20210222034405|Live
41|53|20210222034359|Live
7|8|20210222034351|Live
68|61|20210222034345|Live
96|86|20210222034341|Playback
14|99|20210222034337|Live
76|80|20210222034335|Live
93|50|20210222034327|Live
55|32|20210222034327|Playback
36|52|20210222034325|Playback
47|15|20210222034319|Playback
71|50|20210222034315|Playback
79|64|20210222034314|Live
22|33|20210222034310|Live
72|68|20210222034301|Live
14|89|20210222034252|Playback
78|65|20210222034246|Live
58|3|20210222034243|Live
11|9|20210222034241|Live
11|0|20210222034233|Live
92|57|20210222034230|Live
68|50|20210222034225|Playback
37|12|20210222034224|Live
46|11|20210222034216|Live
9|40|20210222034214|Live
21|82|20210222034208|Live
91|1|20210222034205|Playback
60|24|20210222034203|Playback
25|14|20210222034158|Live
40|48|20210222034152|Live
49|14|20210222034148|Playback
33|53|20210222034147|Live
63|36|20210222034144|Live
83|98|20210222034144|Playback
19|48|20210222034136|Playback
42|48|20210222034129|Live
84|87|20210222034126|Live
93|89|20210222034119|Playback
67|27|20210222034114|Live
87|85|20210222034113|Live
68|94|20210222034107|Live
13|81|20210222034105|Live
88|66|20210222034105|Live
12|6|20210222034056|Playback
21|88|20210222034049|Live
73|60|20210222034045|Playback
11|90|20210222034039|Live
39|5|20210222034039|Live
84|6|20210222034034|Playback
6|69|20210222034025|Playback
85|26|20210222034021|Live
11|41|20210222034017|Live
58|40|20210222034017|Live
46|62|20210222034013|Playback
29|61|20210222034010|Live
58|52|20210222034010|Live
84|27|20210222034008|Playback
20|49|20210222034007|Playback
46|1|20210222034005|Live
71|25|20210222033959|Live
69|87|20210222033956|Live
77|1|20210222033953|Playback
74|81|20210222033945|Live
68|94|20210222033945|Live
39|54|20210222033944|Live
25|61|20210222033937|Playback
75|23|20210222033932|Live
24|50|20210222033930|Playback
53|15|20210222033930|Live
77|75|20210222033924|Live
93|29|20210222033924|Live
73|59|20210222033916|Live
81|27|20210222033916|Live
6|73|20210222033911|Live
29|27|20210222033911|Live
86|20|20210222033911|Live
51|18|20210222033910|Live
60|10|20210222033908|Live
91|63|20210222033901|Live
36|27|20210222033852|Playback
43|38|20210222033849|Live
87|85|20210222033848|Playback
15|6|20210222033847|Playback
100|27|20210222033846|Live
66|81|20210222033842|Live
40|84|20210222033833|Live
38|92|20210222033825|Live
74|15|20210222033825|Live
4|74|20210222033818|Live
19|78|20210222033809|Live
13|8|20210222033800|Live
75|24|20210222033800|Playback
78|59|20210222033756|Live
10|16|20210222033747|Live
40|47|20210222033739|Playback
47|14|20210222033730|Playback
40|55|20210222033725|Playback
24|34|20210222033720|Playback
52|76|20210222033718|Live
99|74|20210222033710|Playback
51|29|20210222033702|Playback
25|14|20210222033657|Playback
1|26|20210222033649|Live
15|39|20210222033645|Live
35|75|20210222033638|Playback
4|55|20210222033630|Live
55|59|20210222033625|Live
20|57|20210222033623|Playback
53|11|20210222033621|Live
23|27|20210222033618|Live
99|82|20210222033618|Live
38|76|20210222033618|Playback
62|16|20210222033612|Live
72|8|20210222033610|Live
62|97|20210222033604|Playback
53|57|20210222033558|Live
45|96|20210222033552|Live
26|69|20210222033545|Live
56|58|20210222033538|Live
47|77|20210222033529|Playback
56|31|20210222033524|Playback
19|41|20210222033521|Live
49|29|20210222033520|Live
96|38|20210222033511|Live
98|29|20210222033506|Live
55|26|20210222033505|Live
71|31|20210222033456|Playback
15|16|20210222033451|Playback
13|91|20210222033443|Live
39|66|20210222033440|Playback
85|24|20210222033440|Live
71|8|20210222033433|Live
89|38|20210222033430|Playback
26|17|20210222033425|Playback
44|73|20210222033419|Live
74|34|20210222033415|Live
38|53|20210222033408|Live
14|32|20210222033400|Live
81|41|20210222033400|Live
34|44|20210222033352|Playback
44|42|20210222033344|Playback
19|90|20210222033341|Live
68|87|20210222033336|Playback
68|60|20210222033330|Live
10|1|20210222033327|Live
1|25|20210222033318|Playback
21|61|20210222033309|Live
99|17|20210222033305|Live
85|26|20210222033302|Live
25|89|20210222033302|Live
66|70|20210222033255|Playback
20|9|20210222033246|Live
93|42|20210222033240|Live
64|71|20210222033234|Playback
62|40|20210222033232|Live
40|51|20210222033228|Live
24|70|20210222033222|Live
65|70|20210222033214|Live
74|30|20210222033206|Live
48|97|20210222033204|Live
79|89|20210222033156|Playback
82|33|20210222033151|Live
79|98|20210222033143|Live
99|42|20210222033137|Live
95|41|20210222033135|Live
43|33|20210222033134|Live
44|34|20210222033131|Playback
2|4|20210222033122|Live
73|38|20210222033115|Live
93|99|20210222033109|Playback
100|62|20210222033105|Live
73|74|20210222033101|Live
92|20|20210222033056|Playback
55|71|20210222033053|Playback
93|79|20210222033052|Live
86|94|20210222033050|Live
86|44|20210222033044|Live
83|41|20210222033039|Live
45|9|20210222033031|Live
25|87|20210222033027|Playback
6|55|20210222033027|Live
45|91|20210222033019|Live
96|29|20210222033016|Playback
18|83|20210222033011|Live
2|24|20210222033006|Live
69|63|20210222032958|Playback
23|10|20210222032951|Playback
42|21|20210222032947|Live
97|17|20210222032947|Live
68|12|20210222032942|Playback
98|7|20210222032938|Live
4|60|20210222032936|Live
97|33|20210222032927|Live
94|46|20210222032919|Playback
69|62|20210222032919|Live
87|49|20210222032912|Live
26|99|20210222032909|Playback
97|25|20210222032905|Live
13|46|20210222032904|Live
14|60|20210222032904|Live
60|49|20210222032903|Live
48|96|20210222032902|Live
11|45|20210222032902|Live
53|18|20210222032857|Live
72|33|20210222032857|Live
36|87|20210222032850|Live
99|22|20210222032844|Live
70|46|20210222032839|Live
38|18|20210222032839|Playback
33|7|20210222032832|Playback
98|39|20210222032828|Live
52|4|20210222032824|Live
11|58|20210222032817|Live
25|15|20210222032817|Live
55|14|20210222032815|Live
84|32|20210222032806|Live
76|52|20210222032802|Live
10|42|20210222032802|Live
44|87|20210222032758|Live
43|83|20210222032750|Live
32|95|20210222032744|Live
99|38|20210222032743|Live
6|15|20210222032741|Live
62|22|20210222032741|Playback
80|48|20210222032739|Playback
95|1|20210222032739|Live
88|66|20210222032734|Live
24|75|20210222032731|Live
90|75|20210222032728|Live
51|70|20210222032723|Live
10|21|20210222032716|Playback
54|34|20210222032712|Playback
32|70|20210222032704|Live
68|68|20210222032656|Playback
71|35|20210222032653|Live
45|81|20210222032646|Live
37|28|20210222032642|Playback
97|5|20210222032638|Live
93|11|20210222032636|Live
13|6|20210222032629|Live
19|6|20210222032627|Live
8|56|20210222032625|Live
23|15|20210222032619|Live
31|11|20210222032611|Live
13|19|20210222032607|Playback
21|42|20210222032600|Live
71|10|20210222032559|Live
71|8|20210222032555|Live
58|35|20210222032548|Live
24|15|20210222032546|Live
26|34|20210222032545|Live
90|15|20210222032544|Live
71|3|20210222032539|Playback
3|17|20210222032538|Live
78|89|20210222032537|Live
52|66|20210222032528|Live
100|30|20210222032524|Live
64|95|20210222032520|Live
35|7|20210222032517|Live
21|72|20210222032513|Playback
5|66|20210222032509|Live
14|19|20210222032502|Live
8|66|20210222032459|Playback
59|27|20210222032457|Live
37|98|20210222032456|Live
64|23|20210222032452|Live
19|27|20210222032444|Live
14|58|20210222032437|Playback
26|93|20210222032429|Live
43|62|20210222032425|Playback
48|63|20210222032419|Live
9|31|20210222032416|Live
57|77|20210222032409|Live
95|87|20210222032408|Live
8|94|20210222032403|Live
83|25|20210222032354|Playback
91|80|20210222032352|Live
46|56|20210222032348|Live
23|40|20210222032347|Live
78|90|20210222032347|Playback
25|60|20210222032340|Live
87|75|20210222032333|Playback
81|3|20210222032326|Live
69|33|20210222032319|Live
6|50|20210222032312|Playback
59|11|20210222032308|Live
31|74|20210222032300|Live
98|57|20210222032300|Live
16|78|20210222032252|Live
34|23|20210222032247|Playback
30|79|20210222032238|Live
7|67|20210222032235|Live
14|31|20210222032228|Live
13|1|20210222032226|Live
54|17|20210222032222|Live
13|70|20210222032217|Live
2|65|20210222032216|Live
65|36|20210222032216|Live
32|58|20210222032208|Live
63|50|20210222032202|Live
87|37|20210222032159|Live
45|61|20210222032151|Playback
48|49|20210222032151|Live
90|67|20210222032148|Playback
63|22|20210222032141|Live
11|88|20210222032140|Playback
54|71|20210222032131|Live
87|37|20210222032129|Live
54|54|20210222032125|Live
7|0|20210222032122|Playback
99|5|20210222032115|Live
46|39|20210222032113|Live
92|64|20210222032107|Playback
6|69|20210222032059|Live
48|27|20210222032057|Live
44|14|20210222032049|Live
42|83|20210222032046|Live
83|84|20210222032043|Playback
89|62|20210222032039|Playback
65|46|20210222032039|Playback
24|84|20210222032030|Live
32|54|20210222032030|Live
86|94|20210222032028|Playback
58|16|20210222032020|Live
51|31|20210222032019|Playback
93|39|20210222032010|Live
93|31|20210222032004|Playback
79|32|20210222032002|Playback
55|78|20210222031953|Playback
90|11|20210222031952|Playback
97|27|20210222031946|Live
16|56|20210222031937|Live
81|79|20210222031933|Live
68|87|20210222031925|Live
59|21|20210222031922|Live
67|98|20210222031916|Playback
2|38|20210222031911|Live
24|89|20210222031903|Playback
76|3|20210222031858|Live
16|72|20210222031856|Live
9|79|20210222031847|Live
97|86|20210222031844|Live
60|8|20210222031836|Playback
34|6|20210222031828|Live
80|79|20210222031828|Playback
57|50|20210222031828|Live
100|50|20210222031826|Live
48|46|20210222031823|Live
54|23|20210222031814|Live
4|51|20210222031809|Playback
79|63|20210222031803|Live
32|74|20210222031759|Playback
33|57|20210222031753|Playback
63|20|20210222031746|Live
19|23|20210222031739|Live
89|21|20210222031733|Playback
48|10|20210222031724|Live
5|98|20210222031722|Live
20|55|20210222031718|Playback
93|29|20210222031710|Live
89|90|20210222031708|Live
60|85|20210222031704|Live
19|39|20210222031655|Live
62|48|20210222031653|Live
56|28|20210222031653|Live
68|8|20210222031644|Playback
48|4|20210222031639|Playback
17|3|20210222031632|Live
1|56|20210222031629|Live
57|67|20210222031621|Playback
79|94|20210222031618|Live
25|2|20210222031617|Live
25|87|20210222031609|Live
80|51|20210222031609|Playback
58|42|20210222031606|Live
75|0|20210222031601|Live
24|95|20210222031555|Live
81|81|20210222031548|Live
12|55|20210222031548|Live
72|80|20210222031540|Live
59|97|20210222031538|Live
66|49|20210222031533|Live
70|8|20210222031524|Playback
48|36|20210222031520|Live
70|13|20210222031516|Live
50|84|20210222031515|Live
64|27|20210222031512|Live
96|19|20210222031509|Playback
62|18|20210222031508|Live
90|5|20210222031500|Playback
4|74|20210222031500|Playback
100|28|20210222031454|Playback
16|52|20210222031451|Live
18|94|20210222031450|Live
37|29|20210222031446|Live
93|72|20210222031440|Live
99|12|20210222031436|Live
79|38|20210222031431|Live
41|70|20210222031426|Live
79|18|20210222031419|Live
21|32|20210222031419|Live
22|61|20210222031413|Playback
19|79|20210222031405|Playback
2|89|20210222031400|Live
93|37|20210222031354|Live
87|15|20210222031349|Playback
40|74|20210222031344|Live
100|76|20210222031337|Live
45|71|20210222031336|Live
14|3|20210222031336|Live
76|54|20210222031330|Live
5|52|20210222031321|Playback
76|69|20210222031320|Playback
4|85|20210222031314|Playback
61|11|20210222031307|Playback
60|89|20210222031303|Playback
52|51|20210222031301|Live
25|94|20210222031253|Live
34|33|20210222031248|Live
48|8|20210222031247|Live
25|62|20210222031243|Playback
71|37|20210222031237|Live
96|32|20210222031232|Live
44|9|20210222031229|Live
91|24|20210222031224|Live
25|17|20210222031224|Playback
36|6|20210222031220|Live
88|45|20210222031215|Playback
63|14|20210222031207|Live
56|40|20210222031204|Live
38|26|20210222031202|Playback
33|92|20210222031156|Live
57|72|20210222031152|Live
8|16|20210222031143|Playback
10|2|20210222031142|Live
89|16|20210222031139|Live
94|57|20210222031133|Live
46|41|20210222031132|Live
26|21|20210222031129|Live
34|63|20210222031122|Live
10|41|20210222031122|Playback
79|80|20210222031119|Live
69|16|20210222031116|Playback
66|27|20210222031107|Live
38|81|20210222031104|Live
43|43|20210222031055|Live
68|64|20210222031053|Playback
9|52|20210222031046|Live
42|43|20210222031043|Playback
74|43|20210222031038|Playback
92|78|20210222031029|Live
68|48|20210222031020|Playback
64|71|20210222031016|Live
97|53|20210222031007|Live
93|68|20210222030959|Live
4|21|20210222030959|Live
18|28|20210222030951|Playback
56|47|20210222030949|Live
15|21|20210222030949|Live
59|86|20210222030947|Live
71|10|20210222030945|Playback
100|40|20210222030936|Live
28|48|20210222030931|Live
96|49|20210222030929|Live
21|17|20210222030929|Live
22|14|20210222030929|Playback
3|60|20210222030920|Live
87|73|20210222030918|Playback
59|68|20210222030911|Live
30|41|20210222030906|Live
61|90|20210222030859|Playback
36|8|20210222030858|Live
44|9|20210222030857|Live
80|66|20210222030854|Live
3|53|20210222030851|Live
4|65|20210222030850|Live
64|18|20210222030848|Live
82|5|20210222030839|Live
72|72|20210222030830|Playback
59|74|20210222030823|Playback
69|58|20210222030815|Live
6|26|20210222030809|Playback
11|33|20210222030801|Live
77|66|20210222030754|Live
71|92|20210222030750|Playback
23|82|20210222030742|Live
6|50|20210222030736|Live
88|39|20210222030730|Live
26|65|20210222030721|Playback
76|91|20210222030718|Live
3|63|20210222030715|Live
87|52|20210222030709|Live
83|41|20210222030702|Live
18|82|20210222030658|Live
54|58|20210222030650|Live
60|84|20210222030650|Playback
38|78|20210222030644|Live
29|55|20210222030643|Live
84|20|20210222030636|Live
86|76|20210222030629|Live
36|22|20210222030625|Live
39|32|20210222030617|Playback
36|57|20210222030614|Playback
87|91|20210222030612|Live
50|88|20210222030607|Live
82|68|20210222030604|Live
57|48|20210222030559|Live
82|29|20210222030559|Playback
15|14|20210222030551|Playback
85|88|20210222030546|Playback
93|22|20210222030543|Live
49|82|20210222030535|Live
89|8|20210222030531|Live
23|0|20210222030531|Live
34|38|20210222030531|Live
83|19|20210222030524|Live
59|63|20210222030518|Live
2|47|20210222030512|Live
72|59|20210222030507|Live
73|76|20210222030501|Playback
71|5|20210222030459|Playback
36|81|20210222030454|Playback
11|87|20210222030450|Playback
12|6|20210222030450|Live
68|54|20210222030443|Live
44|31|20210222030436|Live
25|61|20210222030436|Live
28|85|20210222030436|Live
24|68|20210222030435|Playback
85|38|20210222030435|Playback
49|67|20210222030433|Playback
58|74|20210222030430|Live
7|78|20210222030422|Live
92|46|20210222030421|Playback
100|4|20210222030417|Live
74|82|20210222030417|Live
17|65|20210222030409|Live
9|31|20210222030407|Live
23|45|20210222030406|Playback
13|87|20210222030403|Live
62|65|20210222030403|Playback
73|22|20210222030403|Live
46|83|20210222030358|Live
71|45|20210222030349|Playback
1|16|20210222030347|Live
77|89|20210222030342|Playback
50|38|20210222030336|Live
13|98|20210222030332|Live
75|52|20210222030331|Live
81|57|20210222030326|Playback
18|71|20210222030318|Live
82|84|20210222030311|Live
52|24|20210222030303|Live
65|34|20210222030256|Live
12|90|20210222030248|Playback
69|25|20210222030240|Live
54|34|20210222030240|Live
38|86|20210222030231|Live
32|27|20210222030230|Live
57|33|20210222030228|Live
90|82|20210222030219|Live
33|0|20210222030219|Live
63|76|20210222030219|Live
38|50|20210222030212|Playback
45|44|20210222030208|Live
65|90|20210222030206|Live
73|44|20210222030205|Live
90|46|20210222030159|Playback
88|5|20210222030156|Playback
76|78|20210222030154|Live
38|73|20210222030154|Live
52|24|20210222030149|Live
98|22|20210222030145|Playback
54|47|20210222030142|Live
12|22|20210222030141|Live
18|34|20210222030138|Playback
9|6|20210222030129|Playback
31|36|20210222030127|Live
94|13|20210222030118|Live
67|35|20210222030118|Live
24|88|20210222030113|Playback
28|75|20210222030104|Live
25|33|20210222030103|Live
44|13|20210222030059|Playback
81|25|20210222030057|Live
2|2|20210222030053|Live
93|59|20210222030047|Live
31|7|20210222030046|Live
100|81|20210222030041|Live
73|44|20210222030039|Live
60|24|20210222030035|Playback
94|60|20210222030034|Live
61|85|20210222030027|Live
37|36|20210222030023|Playback
26|52|20210222030019|Live
31|41|20210222030013|Live
85|57|20210222030006|Live
87|0|20210222030000|Playback
62|64|20210222025957|Live
62|49|20210222025956|Live
72|15|20210222025955|Live
83|35|20210222025949|Live
86|88|20210222025947|Live
88|0|20210222025938|Live
55|22|20210222025934|Live
71|18|20210222025933|Playback
98|4|20210222025932|Live
13|22|20210222025931|Live
38|91|20210222025925|Playback
42|77|20210222025917|Live
70|62|20210222025913|Live
42|67|20210222025913|Live
22|94|20210222025908|Live
85|74|20210222025859|Live
92|61|20210222025850|Live
59|82|20210222025844|Playback
95|81|20210222025843|Live
44|88|20210222025840|Playback
23|39|20210222025837|Live
97|24|20210222025830|Playback
14|2|20210222025825|Playback
20|41|20210222025824|Live
5|3|20210222025816|Live
68|61|20210222025816|Playback
40|92|20210222025813|Playback
30|7|20210222025810|Live
84|59|20210222025804|Live
80|86|20210222025803|Live
28|9|20210222025755|Live
65|49|20210222025748|Live
23|93|20210222025744|Live
43|27|20210222025742|Playback
8|40|20210222025733|Live
3|18|20210222025727|Live
14|1|20210222025723|Playback
24|54|20210222025721|Live
63|72|20210222025712|Playback
88|24|20210222025709|Live
52|8|20210222025707|Playback
13|48|20210222025659|Live
99|43|20210222025659|Live
45|33|20210222025657|Playback
60|82|20210222025655|Playback
81|90|20210222025647|Live
68|71|20210222025644|Live
41|45|20210222025641|Playback
48|8|20210222025638|Playback
10|13|20210222025629|Live
18|15|20210222025627|Live
22|48|20210222025622|Playback
22|21|20210222025614|Live
79|87|20210222025613|Playback
57|85|20210222025604|Live
92|75|20210222025556|Live
33|24|20210222025552|Live
26|96|20210222025548|Live
72|44|20210222025546|Live
87|36|20210222025546|Live
52|0|20210222025545|Live
18|34|20210222025540|Playback
20|39|20210222025540|Live
88|57|20210222025534|Live
81|5|20210222025528|Live
8|27|20210222025527|Live
33|92|20210222025526|Live
20|68|20210222025523|Live
50|56|20210222025515|Live
29|70|20210222025511|Live
73|77|20210222025504|Playback
79|84|20210222025504|Live
28|23|20210222025457|Live
77|73|20210222025448|Playback
97|89|20210222025442|Live
49|28|20210222025436|Live
93|56|20210222025428|Playback
57|11|20210222025425|Live
50|26|20210222025421|Live
39|1|20210222025420|Playback
24|53|20210222025418|Live
81|10|20210222025409|Live
73|31|20210222025403|Live
5|8|20210222025402|Live
64|82|20210222025402|Live
42|49|20210222025402|Live
17|87|20210222025358|Live
36|57|20210222025354|Live
3|48|20210222025348|Playback
72|50|20210222025341|Playback
56|56|20210222025337|Playback
81|32|20210222025329|Playback
12|55|20210222025321|Live
56|60|20210222025320|Live
5|8|20210222025312|Live
4|47|20210222025312|Live
32|84|20210222025306|Live
86|30|20210222025257|Live
38|22|20210222025257|Live
17|72|20210222025248|Live
11|26|20210222025239|Playback
66|73|20210222025236|Live
58|76|20210222025236|Live
65|66|20210222025227|Playback
47|76|20210222025226|Live
30|88|20210222025222|Playback
3|85|20210222025213|Live
69|36|20210222025204|Live
7|33|20210222025204|Live
10|67|20210222025155|Live
69|60|20210222025147|Playback
96|40|20210222025145|Playback
5|85|20210222025137|Playback
13|54|20210222025134|Playback
100|98|20210222025128|Live
76|53|20210222025124|Live
56|57|20210222025118|Playback
98|65|20210222025113|Playback
13|67|20210222025106|Live
9|21|20210222025057|Playback
17|59|20210222025054|Live
59|47|20210222025052|Live
60|85|20210222025044|Live
11|34|20210222025038|Live
44|17|20210222025036|Playback
67|61|20210222025034|Live
90|39|20210222025029|Live
16|55|20210222025025|Live
71|17|20210222025020|Live
96|99|20210222025014|Playback
92|74|20210222025008|Playback
15|19|20210222025004|Live
25|83|20210222025003|Playback
36|98|20210222024955|Live
93|30|20210222024952|Live
56|36|20210222024943|Live
19|8|20210222024942|Playback
28|18|20210222024935|Live
14|0|20210222024929|Playback
73|4|20210222024924|Live
10|16|20210222024919|Live
95|77|20210222024918|Live
45|48|20210222024914|Live
58|98|20210222024905|Live
54|32|20210222024859|Live
38|20|20210222024851|Live
72|36|20210222024848|Playback
84|9|20210222024845|Playback
83|75|20210222024840|Live
34|0|20210222024832|Live
70|62|20210222024826|Live
82|27|20210222024822|Live
47|8|20210222024817|Playback
31|46|20210222024812|Playback
37|26|20210222024810|Live
46|27|20210222024809|Live
81|13|20210222024809|Live
78|25|20210222024804|Live
60|96|20210222024756|Live
72|86|20210222024754|Live
42|21|20210222024746|Live
99|43|20210222024741|Playback
46|53|20210222024733|Live
17|52|20210222024724|Live
39|86|20210222024721|Live
67|94|20210222024712|Live
4|42|20210222024710|Playback
40|15|20210222024709|Live
96|23|20210222024701|Live
61|86|20210222024700|Live
66|6|20210222024658|Playback
19|94|20210222024651|Live
1|33|20210222024648|Live
12|93|20210222024643|Live
37|79|20210222024636|Live
85|66|20210222024635|Live
72|49|20210222024629|Playback
59|29|20210222024622|Playback
53|92|20210222024619|Live
68|32|20210222024614|Live
44|95|20210222024614|Live
62|33|20210222024606|Playback
75|32|20210222024559|Playback
72|80|20210222024552|Playback
50|40|20210222024545|Playback
99|59|20210222024544|Live
39|80|20210222024539|Live
14|46|20210222024535|Playback
74|0|20210222024534|Live
61|82|20210222024527|Playback
50|68|20210222024523|Playback
97|72|20210222024521|Live
18|79|20210222024517|Playback
70|21|20210222024517|Live
57|6|20210222024514|Playback
43|32|20210222024508|Playback
34|12|20210222024507|Live
49|25|20210222024505|Live
39|4|20210222024456|Live
20|97|20210222024450|Live
41|51|20210222024449|Live
96|73|20210222024443|Playback
2|50|20210222024435|Playback
88|2|20210222024426|Live
25|82|20210222024417|Live
98|76|20210222024415|Playback
1|20|20210222024409|Playback
80|81|20210222024401|Playback
62|44|20210222024354|Live
100|53|20210222024351|Live
66|75|20210222024350|Live
9|25|20210222024345|Live
96|38|20210222024341|Live
55|73|20210222024334|Live
40|32|20210222024331|Live
27|75|20210222024322|Playback
65|74|20210222024313|Live
96|56|20210222024306|Live
73|1|20210222024306|Live
38|35|20210222024306|Playback
56|34|20210222024303|Live
22|15|20210222024256|Playback
93|47|20210222024253|Playback
91|80|20210222024252|Playback
51|76|20210222024250|Live
54|1|20210222024244|Live
44|66|20210222024238|Live
66|42|20210222024231|Playback
89|96|20210222024223|Live
33|38|20210222024215|Live
35|22|20210222024206|Live
56|50|20210222024205|Playback
98|51|20210222024200|Live
99|10|20210222024154|Live
30|44|20210222024145|Live
26|65|20210222024141|Live
93|56|20210222024137|Live
20|34|20210222024130|Live
58|76|20210222024129|Live
44|2|20210222024127|Live
93|66|20210222024120|Playback
94|79|20210222024111|Live
55|96|20210222024104|Playback
14|44|20210222024059|Live
82|67|20210222024059|Live
81|55|20210222024053|Live
26|46|20210222024047|Live
25|61|20210222024045|Live
49|94|20210222024042|Live
5|66|20210222024040|Live
32|17|20210222024038|Live
74|60|20210222024032|Live
11|17|20210222024027|Live
30|14|20210222024023|Live
100|68|20210222024020|Live
57|70|20210222024019|Playback
44|23|20210222024010|Live
42|17|20210222024009|Live
56|24|20210222024004|Live
58|51|20210222023957|Live
100|50|20210222023955|Live
4|65|20210222023949|Live
75|97|20210222023944|Playback
2|21|20210222023939|Live
49|73|20210222023930|Live
42|6|20210222023922|Playback
95|97|20210222023914|Playback
93|59|20210222023914|Live
98|85|20210222023913|Playback
59|42|20210222023912|Live
7|98|20210222023907|Live
100|6|20210222023901|Playback
68|91|20210222023900|Playback
17|19|20210222023852|Live
5|91|20210222023850|Playback
4|2|20210222023847|Playback
88|71|20210222023842|Live
99|60|20210222023840|Live
1|79|20210222023838|Playback
57|2|20210222023833|Live
25|73|20210222023825|Live
50|47|20210222023825|Live
39|23|20210222023820|Live
11|50|20210222023817|Live
26|24|20210222023810|Live
23|39|20210222023803|Live
16|39|20210222023756|Playback
55|3|20210222023752|Playback
9|97|20210222023750|Live
19|78|20210222023742|Playback
36|73|20210222023738|Playback
26|10|20210222023736|Live
84|11|20210222023734|Playback
41|35|20210222023731|Live
60|11|20210222023725|Live
91|47|20210222023724|Live
75|61|20210222023724|Live
30|93|20210222023721|Live
84|45|20210222023719|Playback
84|15|20210222023711|Live
23|53|20210222023702|Live
99|45|20210222023702|Live
93|79|20210222023702|Live
45|52|20210222023700|Live
80|42|20210222023655|Playback
80|58|20210222023654|Live
44|10|20210222023649|Live
2|87|20210222023643|Playback
58|2|20210222023635|Playback
94|63|20210222023627|Live
44|78|20210222023627|Live
13|76|20210222023625|Live
54|63|20210222023625|Playback
44|87|20210222023617|Playback
27|8|20210222023615|Playback
92|79|20210222023607|Live
69|77|20210222023603|Live
33|23|20210222023556|Live
32|73|20210222023556|Live
26|47|20210222023553|Live
43|69|20210222023549|Live
92|78|20210222023548|Live
33|29|20210222023540|Live
50|24|20210222023531|Playback
5|15|20210222023531|Playback
34|76|20210222023525|Playback
17|64|20210222023521|Live
85|67|20210222023517|Live
78|20|20210222023513|Live
98|37|20210222023507|Live
2|86|20210222023503|Playback
32|81|20210222023454|Live
8|99|20210222023453|Live
19|18|20210222023452|Playback
60|86|20210222023451|Live
82|33|20210222023449|Live
84|35|20210222023441|Live
67|19|20210222023440|Live
71|46|20210222023431|Live
81|2|20210222023423|Live
61|46|20210222023419|Live
17|1|20210222023419|Playback
32|76|20210222023412|Playback
81|42|20210222023406|Live
44|75|20210222023401|Playback
15|5|20210222023359|Live
43|39|20210222023352|Playback
74|3|20210222023344|Live
49|92|20210222023343|Live
83|33|20210222023338|Playback
57|70|20210222023329|Live
41|37|20210222023322|Live
74|96|20210222023316|Live
94|45|20210222023309|Live
18|18|20210222023308|Playback
71|96|20210222023304|Live
78|29|20210222023255|Live
87|27|20210222023251|Live
63|99|20210222023247|Live
4|69|20210222023240|Live
94|57|20210222023239|Live
43|97|20210222023237|Playback
20|63|20210222023230|Live
92|18|20210222023228|Live
67|88|20210222023219|Live
83|21|20210222023213|Live
31|88|20210222023211|Live
56|40|20210222023206|Live
56|7|20210222023157|Playback
27|23|20210222023154|Live
6|69|20210222023145|Live
88|44|20210222023136|Playback
4|26|20210222023128|Live
24|17|20210222023123|Live
32|61|20210222023115|Playback
74|38|20210222023112|Playback
69|6|20210222023106|Live
2|25|20210222023103|Playback
19|41|20210222023056|Live
97|33|20210222023049|Playback
73|6|20210222023044|Live
22|30|20210222023037|Playback
22|5|20210222023032|Live
85|33|20210222023025|Live
41|89|20210222023016|Live
12|14|20210222023008|Playback
96|15|20210222023005|Live
85|95|20210222023001|Live
87|37|20210222022958|Live
9|96|20210222022952|Live
21|41|20210222022944|Live
67|15|20210222022935|Live
2|65|20210222022935|Live
16|82|20210222022929|Live
55|98|20210222022927|Live
32|17|20210222022918|Live
93|43|20210222022909|Playback
24|63|20210222022905|Playback
54|44|20210222022903|Live
2|18|20210222022855|Live
62|97|20210222022850|Live
8|34|20210222022850|Live
22|15|20210222022846|Playback
100|48|20210222022842|Live
40|11|20210222022835|Live
64|84|20210222022830|Live
76|72|20210222022824|Live
27|52|20210222022822|Live
84|35|20210222022815|Live
94|72|20210222022815|Live
32|85|20210222022811|Live
36|78|20210222022810|Playback
18|58|20210222022804|Live
65|17|20210222022755|Playback
3|3|20210222022750|Live
2|28|20210222022743|Live
48|13|20210222022735|Live
31|66|20210222022728|Live
26|70|20210222022723|Live
27|13|20210222022723|Live
53|24|20210222022716|Live
